It's Now Or Never
It's Over
It's Your Baby, You Rock It
Ito Eats
Jailhouse Rock
Johnny B. Good
Joshua Fit The Battle
Just Because
Just Call Me Lonesome
Just Pretend
Just Tell Her Jim Said Hello
Kentucky Rain
King Creole
King Of The Wide World
Kissin' Cousins
Known Only To Him
Ku—u—i—po
Lawdy Miss Clawdy
Lead Me, Guide Me
Let Me
Let Me Be There
Let Me Be Your Teddy Bear
Like A Baby
Little Cabin On The Hill
Little Darlin'
Little Sister
Lonely Man
Lonesome Cowboy
Long Tall Sally
Love Letters
Love Me
Love Me Tender
Lover Doll
Lovin' Arms
Loving You
Loving You (uptempo Version)
Make Me Know It
Make The World Go Away
Mansion Over The Hilltop
Mary In The Morning
Mean Woman Blues
Memories
Milkcow Blues Boogie
Milky White Way
Money Honey
Moody Blue
Moonlight Swim
My Baby Left Me
My Boy
My Happiness
My Way
My Wish Come True
Mystery Train
Never Been To Spain
New Orleans
No More
Oh Little Town Of Bethlehem
Old Shep
One Night
One Night Of Sin
One—sided Love Affair
Paralyzed
Party
Party (alternate Version)
Patch It Up
Peace In The Valley
Peace In The Valley (for Me)
Pieces Of My Life
Playing For Keeps
Please Don't Drag That String Around
Pledging My Love
Pocketful Of Rainbows
Polk Salad Annie
Poor Boy
Promised Land
Proud Mary
Reach Out To Jesus
Ready Teddy
Reconsider Baby
Return To Sender
Rip It Up
Rock—a—hula Baby
Rubberneckin' (remixed By Paul Oakenfold)
Run On
Santa Bring My Baby Back (to Me)
Santa Claus Is Back In Town
See See Rider
Seeing Is Believing
Shake A Hand
Shake, Rattle And Roll
Shake, Rattle And Roll (alternate Take 8)
Shake, Rattle And Roll | Flip, Flop And Fly
She Is Not You
She Thinks I Still Care
She Wears My Ring
She's Not You
Shoppin' Around
Silent Night
Slicin' Sand
Snowbird
So Glad You're Mine
So High
Soldier Boy
Somebody Bigger Than You And I
Something
Spanish Eyes
Stand By Me
Steadfast, Loyal And True
Steamroller Blues
Steppin' Out Of Line
Stranger In My Own Home Town
Stranger In The Crowd
Stuck On You
Such A Night
Surrender
Susan When She Tried
Suspicious Minds
Swing Down Sweet Chariot
T—r—o—u—b—l—e
Take Good Care Of Her
Take My Hand, Precious Lord
Talk About The Good Times
Teddy Bear
Tell Me Why
That's All Right, Mama
That's When Your Heartaches Begin
The Fair's Moving On
The Fool
The Girl Of My Best Friend
The Impossible Dream
The Next Step Is Love
The Thrill Of Your Love
The Wonder Of You
There Goes My Everything
There Is No God But God
This Is The Story
Tomorrow Never Comes
Tomorrow Night
Tonight Is So Right For Love
Too Much
Treat Me Nice
Trouble
True Love
Tryin' To Get To You
Tutti Frutti
Twenty Days And Twenty Nights
U.s. Male
Unchained Melody
Viva Las Vegas
Way Down
We're Gonna Move
Wear My Ring Around Your Neck
Welcome To My World
What Now My Love
What'd I Say
What's She Really Like
When It Rains, It Really Pours
When My Blue Moon Turns To Gold Again
Where Could I Go But To The Lord
Where No One Stands Alone
White Christmas
Who Am I?
Whole Lotta Shakin' Goin' On
Wild In The Country
Witchcraft
Without Him
Without Love (there Is Nothing)
Woman Without Love
Wooden Heart (muss I Denn)
Working On The Building
You Asked Me To
You Don't Have To Say You Love Me
You Gave Me A Mountain
You'll Never Walk Alone
You'll Think Of Me
You're A Heartbreaker
You've Lost That Lovin' Feelin'
Young And Beautiful
Young Dreams
Your Cheatin' Heart
